Singer,Title,Lyrics
장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,"흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야

스쳐지나간건가 뒤돌아보지만 그냥 사람들만 보이는거야

다와가는 집근처에서 괜히 핸드폰만 만지는거야

한번 연락해 볼까 용기내 보지만 그냥 내 마음만 아쉬운 거야



걷다가 보면 항상 이렇게 너를 바라만 보던 너를 기다린다고 말할까

지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까



지나치는 꽃들 속에서 네 샴푸향만 보이는거야

스쳐지나간건가 뒤 돌아보지만 그냥 내 마음만 바빠진거야



걷다가 보면 항상 이렇게 너를 바라만 보던 너를 기다린다고 말할까

지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까



어떤 계절이 너를 우연히라도 너를 마주치게 할까

난 이대로 아쉬워하다 너를 바라만 보던 너를

기다리면서 아무말 못하고 그리워만 할까



걷다가 보면 항상 이렇게 너를 바라만 보던 너를 생각한다고 말할까

지금 집앞에 기다리고 때론 지나치고 다시 기다리는

꽃이 피는 거리에 보고파라 이밤에

걷다가 보면 항상 이렇게 너를 아쉬워 하다 너를 기다린다고 말할까

지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까"
전미도,사랑하게 될 줄 알았어,"널 처음 사진으로 본 그날
구십구년 일월 삼십일일
그날 이후 지금 이 순간까지
나 하나만 기다려준 너를

오늘도 습관 같은 내 전화
따스히 받아 주는 너에게
세상 가장 행복한 사람으로
만들어 준 너를 너무 사랑해

사랑하게 될 줄 알았어
우리 처음 만난 그날에
시간 속에 희미해지는 사랑에
그대가 흔들린대도
그땐 내가 잡을게요 그대처럼

너무 편한 사이가 싫어서
너무 오랜 사랑 힘들어서
아픈 눈물 흘리는 널 돌아선
못된 내 마음도 기다려준 너를

사랑하게 될 줄 알았어
우리 처음 만난 그날에
시간 속에 희미해지는 사랑에
그대가 흔들린대도
그땐 내가 잡을게요 그대처럼 
 
얼마나 힘들었을까 못난 내 눈물도
따스히 감싸준 너를
오- 사랑하게 될 줄 알았어

우리 처음 만난 그날에
시간 속에 희미해지는 사랑에
그대가 흔들린대도 내가 잡을게요
아무 걱정 마요 내 손을 잡아요
처음 그날처럼 우리"
전상근,사랑이란 멜로는 없어,"다 끝이라고
우리 다신 마주하지 말자
내게 모질게도
대했던 그대에게
처음으로 내뱉은 말

아직 사랑하는데
더는 내 곁에 없단 걸 알아
너 먼저 떠나고
혼자 남겨진 나는
오늘도 한숨만 내쉬며 걷는다

사랑이란 멜로는 없어
그렇게 사랑했던 우리가 남이 되는 게
돌아오지 않을 네 뒷모습을 보며
아직 너를 사랑한다고
말하지 못했어

사랑이란 멜로는 없어
혹시 네가 다시 돌아오면
고백할게
거짓말이라고 보고 싶었다고
우연히라도 마주치길
바래왔었다고

오늘 하루가 참 길어
우리 그렇게 헤어지던 날
애써 웃음을 지었던
내가 참 바보 같죠
그때 널 잡았었다면
지금 달라졌을까

사랑이란 멜로는 없어
그렇게 사랑했던 우리가 남이 되는 게
돌아오지 않을 네 뒷모습을 보며
아직 너를 사랑한다고
말하지 못했어

하루 종일 네 사진을 보고 있으면
다시 돌아가고 싶어
너를 품에 안고 싶어
그날 그대를 놓치지 않았다면
어땠을까

사랑이란 멜로는 없어

사랑이란 멜로는 없어
그렇게 사랑했던 우리가 남이 되는 게
돌아오지 않을 네 뒷모습을 보며
아직 너를 사랑한다고
말하지 못했어
사랑이란 멜로는 없어
혹시 네가 다시 돌아오면
고백할게
거짓말이라고 보고 싶었다고
우연히라도 마주치길
바래왔었다고"
전상근,사랑은 지날수록 더욱 선명하게 남아,"편해지고 변해가고
자연스러운 그런 과정
시도 때도 없이 다투면서
불안해진 마음
더는 멀어지기 싫은데

말 못 했던 얘기들을
말해봐도 너의 한숨뿐
쌓여왔던 오해가 깊어져
나도 지쳤는데
너는 아무 말이 없었어

사랑은 지날수록 더욱 선명하게 남아
우리의 감정이 모자라서 그랬었나 봐
이별은 떠나볼수록 다시 깨닫게 해줘서
아름다웠던 우리가 그리운데

문득 지금 생각이 나
무슨 이유인지 모르겠어
아마도 널 사랑한 기억이
감싸고 있나 봐
너는 또 아무 말 없지만

사랑은 지날수록 더욱 선명하게 남아
우리의 감정이 모자라서 그랬었나 봐
이별은 떠나볼수록 다시 깨닫게 해줘서
아름다웠던 우리가 그리운데

끝난 인연을 난 왜 이러는지
가끔 한 번씩은 마주쳐줄래
그렇게 해줘 그렇게 하면
아주 조금은 괜찮을 거 같아

사랑은 지날수록 더욱 흩어지지 않아
좋았던 시간이 가득해서 그런 건가 봐
이별의 시린 날들은 다시 깨닫게 해줘서
아름다웠던 그때가 그리운데"
정승환,언제라도 어디에서라도,"살랑 춤추는 커튼
방안 가득한 햇살
난 멍하니 앉아 전화만 보네

엄지 손가락 아래
참 좋았던 시간들
함께라 더 푸르던 그 여름
모든 게 꿈같아

널 위해 만든 이 멜로디
끝나지 않을 이야기
노래를 따라 도착한 곳엔
어제처럼 네가 있기를 

너와 거리를 걷고
너와 저녁을 먹고
아무렇지 않게 약속한 날들

바다를 보고 싶어
바람이 되고 싶어 
제자리로 결국 돌아오는 
모든 여행처럼 

널 위해 만든 이 멜로디
끝나지 않을 이 노래
만들지 못한 마지막 멜로디
그래 그건 오직 너였어

숨이 차게 달려 벅차 오른 목소리로
부를게 노래할게

언젠가 만날 긴 터널 끝에서
너를 기다릴게
좋은 바람 다시 불어오면
웃으며 이 노랠 부르자 

(너와 나 우리는)
내일을 기대하는 이유
(그 모습 그대로)
기억할게 언제라도

(너와 나 우리는)
내일을 기대하는 이유 
(그 모습 그대로)
기다릴게 어디에서라도"
제이레빗(J Rabbit),넌 언제나,"하루하루 늘어갈 뿐이야 
널 향한 그리움은 
아픔은 늘 새롭지만 
넌 너의 길을 가네 
원한다면 기다릴 수 있어 
난 그대로인 거야 
떠난 건 너 혼자였으니 
그대로 돌아오면 돼 

내 잘못을 탓하는 것이라면 
돌아온 후에도 늦지 않아 
아직 시간이 있는데 

네가 떠난 그 모습 그대로 
머물러 있을 거야 
더 이상 거짓으로 나를 
위로하고 싶진 않아 
처음으로 사랑을 알았어 
다시 널 찾을 거야 
이제야 너를 위해 내가 
살아있다는 걸 느꼈어 

넌 언제나

원한다면 기다릴 수 있어 
난 그대로인 거야 
떠난 건 너 혼자였으니 
그대로 돌아오면 돼 

내 잘못을 탓하는 것이라면 
돌아온 후에도 늦지 않아 
아직 시간이 있는데

네가 떠난 그 모습 그대로 
머물러 있을 거야 
더 이상 거짓으로 나를 
위로하고 싶진 않아 
처음으로 사랑을 알았어 
다시 널 찾을 거야 
이제야 너를 위해 내가 
살아있다는 걸 느꼈어 

네가 떠난 그 모습 그대로 
머물러 있을 거야 
더 이상 거짓으로 나를 
위로하고 싶진 않아 
처음으로 사랑을 알았어 
다시 널 찾을 거야 
이제야 너를 위해 내가 
살아있다는 걸 느꼈어 

넌 언제나"
조이 (JOY),좋은 사람 있으면 소개시켜줘,"좋은 사람 있으면 소개시켜줘 
때로는 물처럼 때로는 불처럼 
진심으로 나만을 사랑할 수 있는 
성숙하고 성실한 사람이라면 좋겠어 

좋은 사람 있으면 소개시켜줘 
사랑에도 연습은 있는 거기에 
아주 조그만 일에도 신경을 써주는 
사랑 경험이 많은 사람이라면 좋겠어 

한번쯤은 실연에 울었었던 
눈이 고운 사람 품에 안겨서 
뜨겁게 위로받고 싶어 

혼자임에 지쳤던 내 모든걸 
손이 고운 사람에게 맡긴 채 
외로움을 잊을 수 있다면 

좋은 사람 있으면 소개시켜줘 
만남 그 자체에 연연하기보다 
한번을 만나더라도 그 때 분위기에 
최선을 다하려는 사람이라면 좋겠어 
나에겐 아픈 상처가 있는데 
과거가 없는 사람은 부담스러워

한번쯤은 실연에 울었었던 
눈이 고운 사람 품에 안겨서 
뜨겁게 위로받고 싶어 

혼자임에 지쳤던 내 모든걸 
손이 고운 사람에게 맡긴 채 
외로움을 잊을 수 있다면 

겨울이라 날씨가 추웠을까
팔짱끼는 연인들의 모습에
나의 눈이 왜 시려울까
한땐 나도 저런 때 있었다며 

새로운 사람이 그리운걸까
옛사람이 그리워진걸까
옛사람이 그리워진걸까"
조정석,아로하,"어두운 불빛아래 촛불 하나
와인 잔에 담긴 약속하나
항상 너의 곁에서 널 지켜줄거야
날 믿어준 너였잖아

나 바라는 건 오직 하나
영원한 행복을 꿈꾸지만
화려하지 않아도 꿈같진 않아도
너만 있어주면 돼

걱정 마 (I believe) 
언제나 (I believe)
이 순간을 잊지 않을게
내 품에 (I believe) 
안긴 너의 미소가
영원히 빛을 잃어 가지 않게

Cause your love is so sweet
You are my everything
첫날 밤에 단 꿈에 젖어
하는 말이 아냐 난 변하지 않아
오직 너만 바라볼거야 oh

You’re light of my life
You are the one in my life
내 모든걸 다 잃는데도
후회하지 않아
오직 너를 위한
변하지 않는 사랑으로





나 바라는 건 오직 하나
영원한 행복을 꿈꾸지만
화려하지 않아도 꿈같진 않아도
너만 있어주면 돼

약속해 (I believe) 
힘들 땐 (I believe) 
너의 그늘이 되어줄게
내품에 (I believe)
안긴 너의 미소가
영원히 빛을 잃어 가지 않게

Cause your love is so sweet
You are my everything
첫날 밤에 단 꿈에 젖어
하는 말이 아냐 난 변하지 않아
오직 너만 바라볼거야 oh

You’re light of my life
You are the one in my life
내 모든걸 다 잃는데도
후회하지 않아
오직 너를 위한
변하지 않는 사랑으로

You’re light of my life
You are the one in my life
내 모든걸 다 잃는데도
후회하지 않아
오직 너를 위한
변하지 않는 사랑으로
All I ever want is your love"
지코,나의 하루는 다 너로 가득해,"꿈인 것 같아 너를 만난 건
내 마음속에 빛으로 내려와
나의 두 눈에 너를 담을 거야
영원히 널 내 곁에 지켜갈게
너를 위한 시간을 내고
이야길 듣고 너의 입술에
미소를 줄게
세상은 다 너로 가득해
너를 닮아가
어딜 봐도 다 너야
It's you yeah
하루도 빠짐없이 보는데도 보고 싶어
널 옆에 두고 물어봐 지금 어디 있어
어제 오늘 내일 봄 여름 가을 같은 마음
이내 우리 쪽을 가리킨 채 멈춘 시곗바늘
대화 끝에 남은 포근한 말의 온도
아 다르고 어 다르게 전부 '나'에서 '너'로
도착한 것 같아 혼자 가기엔 먼 곳
약속도 소원도 더는 바랄 일 없어
꿈인 것 같아 너를 만난 건
어쩜 우리 둘 예감을 했을까
너의 곁으로 조금씩 다가가
이대로 넌 내 품에 있으면 돼
이른 아침 눈 뜰 때마다
너를 생각해 나도 모르게
미소를 지어
변해가는 나를 보면서
내게 대답해
나에겐 항상 너야
Love is the most beautiful thing
잠시 생각나면 불쑥 차올라 숨이
귀에 들릴 정도로 두근대 가슴이
그 짧은 시간 동안 내 평생치 웃음이
Baby
You're the only one for me
정말 많이
너를 사랑해 너무 행복해
너를 만난 건 행복한 꿈이야
나의 하루에 빛을 내려준 너
세상은 다 너로 가득해지네"
지코,아무 노래,"왜들 그리 다운돼있어?
뭐가 문제야 Say something
분위기가 겁나 싸해
요새는 이런 게 유행인가
왜들 그리 재미없어?
아 그건 나도 마찬가지
Tell me what I got to do
급한 대로 블루투스 켜
아무 노래나 일단 틀어
아무거나 신나는 걸로
아무렇게나 춤춰
아무렇지 않아 보이게
아무 생각 하기 싫어
아무개로 살래 잠시
I'm sick and tired of my everyday
Keep it up 한 곡 더
아무 노래나 일단 틀어
아무렴 어때 It's so boring
아무래도 Refresh가 시급한 듯해
쌓여가 스트레스가
배꼽 빠질 만큼만 폭소하고 싶은 날이야
What up my dawgs 어디야 너희
올 때 병맥주랑 까까 몇 개 사 와 Huh
클럽은 구미가 잘 안 당겨
우리 집 거실로 빨랑 모여
외부인은 요령껏 차단 시켜
밤새 수다 떨 시간도 모자라
누군 힘들어 죽겠고 누군 축제
괜히 싱숭생숭 I want my youth back
좀 전까지 왁자지껄
하다 한 명 두 명씩 자릴 떠
왜들 그리 다운돼있어?
뭐가 문제야 Say something
분위기가 겁나 싸해
요새는 이런 게 유행인가
왜들 그리 재미없어?
아 그건 나도 마찬가지
Tell me what I got to do
급한 대로 블루투스 켜
아무 노래나 일단 틀어
아무거나 신나는 걸로
아무렇게나 춤춰
아무렇지 않아 보이게
아무 생각 하기 싫어
아무개로 살래 잠시
I'm sick and tired of my everyday
Keep it up 한 곡 더
떠나질 못할 바엔
창밖은 쳐다도 안 봐
회까닥해서 추태를 부려도
No worries at all
이미지 왜 챙겨 그래 봤자 우리끼린데
Ohh 늦기 전에 막판 스퍼트
20대가 얼마 안 남았어
편한 옷으로 갈아입어
You look nice get'em high
얼핏 보면 그냥 코미디
이렇게 무해한 파티 처음이지?
만감이 교차하는 새벽 2시경
술잔과 감정이 소용돌이쳐
왜들 그리 다운돼있어?
뭐가 문제야 Say something
분위기가 겁나 싸해
요새는 이런 게 유행인가
왜들 그리 재미없어?
아 그건 나도 마찬가지
Tell me what I got to do
급한 대로 블루투스 켜
아무 노래나 일단 틀어
아무거나 신나는 걸로
아무렇게나 춤춰
아무렇지 않아 보이게
아무 생각 하기 싫어
아무개로 살래 잠시
I'm sick and tired of my everyday
Keep it up 한 곡 더
아무 노래나 일단
아무 노래 아무 노래 아무 노래나 틀어봐
아무 노래 아무 노래 아무 노래나 틀어봐
아무 노래 아무 노래 아무 노래나 틀어봐
아무 노래 아무 노래 아무 노래나 KOZ"
지코,남겨짐에 대해,"요즘 따라 시간이 이상해
헤어진 날에서 며칠째 살아
나지막한 바람 창틈으로 새면
네 숨결이 닿을 것 같아
끝내 읽히지 못한 편지 한 장
포장째 시들어 버린 꽃 한 다발
내가 받아 본 것 중
가장 비참했던 이벤트
계절은 봄을 데리러 갔지만
난 지난번 겨울 끝자락에 남아
천천히 배웅하려고 해 잘 가 잠깐
내가 붙여준 별명들
사사로운 네 기쁨 슬픔까지
이제 내 것이 아닌 거네
난 무사할까 감히 혼자서
요즘 따라 시간이 이상해
헤어진 날에서 며칠째 살아
날 지긋이 보는 까만 밤 하늘이
네 눈동자를 닮았어
고개만 돌려도 만날 수 있었는데
눈 감아야 겨우 보일 듯해
얼마나 환했으면 이토록 찡그리는 걸까
그동안 내 흔적을 몇 개나 발견했니
문득 떠올라도 그가 볼까 봐 딴청 했니
기억은 잊혀질 때가 돼서야
뚜렷한 형상을 하고 앞을 지나쳐 가
보름 내내 날 간호해 줬을 때도
재미 삼아 결혼 날짜를 꼽아볼 때도
넌 계속 마지막을 준비 해왔나 봐
영혼 없이 영원만 들먹인
이 머저리한테서
어떻게 된 게 두근거림이
전보다 심해졌어
설레임 보단 조바심이 생겨서
넌 우릴 내려놓았고 난 미처 몰랐지
이유와 잘못을 찾는 내가
그 이유와 잘못인 걸
요즘 따라 시간이 이상해
헤어진 날에서 며칠째 살아
구차한 거 맞아 안 떠난다는 말
나 혼자라도 지킬게
메시지 창엔 여전히
화목한 대화가 남아있어
엄지 손에 한때 흘린
너의 눈물 자국이 남아있어
그만 가봐야 된다는
너의 마지막 목소리가 남아있어
아직도 모든 게 제자리에 남아있어"
지코,soulmate,"젊음의 한복판에서
두 남녀가 사는 작은 섬
네 기분이 여기 날씨고
새빨간 열매가 열렸어
조금 낯설었던 맞은편
이제 내가 제일 아끼는 곳
나오기 싫은 이부자리 같아
대체 왜 너여야만 했는지
매일 다른 이유를 말해줄게
형체를 알아보지 못해도
테두리를 함께 그릴 사람
오래 기다렸지
안녕 나의 소울메이트
모든 게 너다워졌어
투명한 매듭에 묶여
한시도 이곳을 못 떠나
Stuck with each other
큰 소파에 누워 스푼 하나로
장난치며 먹는 아이스크림
손을 포개고
춤을 춰 낮부터 아무런 반주 없이
말풍선이 가득한 둘만의 파티
숨 쉴 때마다 향이 날 수 있어
잠에서 깨는 일도 신날 수 있어
일어나지 않은 일로
질투 날 수 있어
티격태격할 때 많지만 It's fine
These day
각자의 시계를 꺼낸 채
아낌없이 모래알 쏟네 Yeah
평생 근사한 날만 준대도
우리한테 돌아갈 마음뿐이야
오래 기다렸지
안녕 나의 소울메이트
모든 게 너다워졌어
투명한 매듭에 묶여
한시도 이곳을 못 떠나
Love is the true art
표현력이 갈수록 늘어나
넌 날 글 짓고 그림 그리게 해
만나는 순간
어딘가로 계속 여행 다니는 느낌
Oh I'll stay by your side
오래 기다렸지
안녕 나의 소울메이트
모든 게 너다워졌어
투명한 매듭에 묶여
한시도 이곳을 못 떠나"
지코,너는 나 나는 너,"넌 나고 난 너야
난 너고 넌 나야
마음이 같다면
둘은 서로가 될 거야
넌 나고 난 너야
그림 너무 좋아
오그라든다는 말은
누가 만든 걸까

girl 뺨 한 대만 때려줘
며칠 사이 내게
무슨 일이 벌어진 건지
전 여친 번호 지우고
힙합만 듣던
난 어쿠스틱해졌어

tell me what you want from me
가장 예쁠 나이엔
실컷 사랑해봐야 돼 eh
네 사연 속에 나오는 쓰레기
걔랑은 비교도 안되게
내가 잘할게 왜냐면

넌 나고 난 너야
난 너고 넌 나야
마음이 같다면
둘은 서로가 될 거야
넌 나고 난 너야
그림 너무 좋아
오그라든다는 말은
누가 만든 걸까

친구들이 말해 좋을 때야
난 딱히 걱정 없고
하도 좋아서 문제야
이거 봐 욕도 줄이고 있고
바지도 올려 입고
아무한테나 미소 안 보이고 있어
거울 그만 봐 고칠 데가 어디 있어
민낯일 때 제일 이뻐
이 장면 우리 엄마
보면 기절할 노릇일 걸
더 이상의 표현은 아낄게
사실 너 이름만
옮겨 적으면 그만인데

I believe in destiny
사주나 타로 카드에
점쳐질 만남은 안 해 yeah
집착 쩌는 네 전 남친이
집 근처도 얼씬 못하게
내가 잘할게 왜냐면
Because

넌 나고 난 너야
난 너고 넌 나야
마음이 같다면
둘은 서로가 될 거야
넌 나고 난 너야
그림 너무 좋아
오그라든다는 말은
누가 만든 걸까

밤새 쪽쪽 거리다가
누추한 모습으로 함께
아침을 맞아 (good morning)
새삼스럽게 넌 심각하게 예뻐
그 입 당장 가져와 Mwah!

넌 나고 난 너야
난 너고 넌 나야
마음이 같다면
둘은 서로가 될 거야
넌 나고 난 너야
그림 너무 좋아
오그라든다는 말은
누가 만든 걸까

Let me talk to you (yeah)
I am you, you are me
I am you, you are me"
지코,아프다,"나란 존재가 존재하긴 했어?
혀끝까지 차오른 말을 삼켜네
너만 나쁜 년 만드는 구애인걸
알면서 나댄거니까 누굴 탓 안해

정말 답답해 상처는 오는데
상처는 못찾는게
일에 전념해도 가사의 대상이 너라는게
기억도 하루처럼 저무는 거라면
편히 잘테지만 다시 네 잔상을 떠안아

보고싶다는 그 말 하지 못해 삼킨다
오늘 많이 아프다
사랑했던 맘이 아리고 또 아프다
너도 나처럼 아플까

죽을 만큼 사랑했던 네가 이제
너무 미워 힘들어
네가 미워도 아파도 사랑은 너라서
못 가 네 곁을 못 떠나

다들 푸념 말라고
그냥 추억하라고 I ‘ve got a know
그럴꺼면 사랑 무엇하려고 해
떠나간 사람은 간직할게 못돼
미안해 이별엔
지혜롭고 듬직하지 못해서
참 웃겨 가슴은 아직도 뛰기 바쁜데
뭐가 지친다고 나는 멈춰놨는지
감정의 출발선이 어디였는지 까마득해
방황 중에 마주쳐도
반가운 듯이 맞아줄래
Yeah 내 걱정은 하지마
나름 숨 쉬며 지내 한숨인게 문제지만
적정 시간이 지나 서로에게
맞지 않는 옷이 돼버릴까
그게 싫다 근데
어찌하겠어 다 내 몫이야
살면서 꼭 겪어야 할 것
실패와 성공처럼 꼭 경험할 것
누군가를 열렬히 사랑해볼 것
정신 못 차리고 죽도록 아파해 볼 것

죽을 만큼 사랑했던 네가 이제
너무 미워 힘들어
네가 미워도 아파도 사랑은 너라서
못 가 네 곁을 못 떠나
죽을 만큼 사랑했던 네가 이제
너무 미워 힘들어
네가 미워도 아파도 사랑은 너라서
못 가 네 곁을 못 떠나

그렇게 어렵게 데려오고 쉽게 떠나 보내
여전히 미련하게 미련으로 하루를 보내
남김없이 줬으니 후회는 남지 않아
남기던지 태우던지 내 흔적 말야
그렇게 어렵게 데려오고 쉽게 떠나 보내
여전히 미련하게 미련으로 하루를 보내
남김없이 줬으니 후회는 남지 않아
남기던지 태우던지 내 흔적 말야

보고싶다는 그 말 하지 못해 삼킨다
오늘 많이 아프다
사랑했던 맘이 아리고 또 아프다
너도 나처럼 아플까"
지코,오만과 편견,"난 매사에 철저하고
냉소적이니까
여자에게 정 주는 건
소모적인 짓이야
도둑처럼 연애하는 저들 처지를 봐
다치지 않기 위해
서로가 거짓 돼야 해
그런 악조건 속에서 과감해지기란
쉽지 않아 낭만이란
덫에 뒷걸음치다
너와 부딪힌 찰나에 끝이 났지
그림이나 글로는
묘사 못하는 당시
용건 없는 전화를 걸고
시답지 않은 농담으로
유난을 떨고
남 얘기처럼 너와 내 사연을 놓고
친구 놈 반응 살피다
괜히 화색이 돌고
쪽 팔리는 것도 있지만
자기자신도
납득이 안 가는 게 사랑인가 봐
삶이란 게 참 그래
간절히 원하는 게
있어도 쉽게 가져다 주지 않아
Pride and prejudice
Tell me what is more important
내가 잘못 생각했었지
ain't nothing but love
사람은 변해 살면서
이랬던 적 없지
괴롭긴 해도
stay in your lane
인상피고 다정한 말투 연습
의도가 있던 여러 가지 우연들
첫눈에 반하면 현실적인 사람도
무모하게 바뀌어 내걸 얻으려고
색을 지우다 되려
번져버린 캔버스
덮었다가 펴도
같은 페이지 같은 대목
넌 존재만으로
내 삶에 자국을 냈고
난 그 자취를 쫓는 탐정이 됐어
내 사랑 노래는 꾸며 만든 판타지
근데 며칠 앓더니
책이나 영화 없이
그저 내 얘기를 담고 있네
겁이 난 건지
내가 못난 건지
결국 우린 가장 가까이
살면서 먼 사이로 지내
여지가 남은 나의 끝인사에
담담히 마침표를 찍은 너
널 과묵하게 사랑하면 안 됐어
슬픔은 머금을수록 넘치는 것
Pride and prejudice
Tell me what is more important
내가 잘못 생각했었지
ain't nothing but love
사람은 변해 살면서
이랬던 적 없지
괴롭긴 해도
stay in your lane
바쁘단 말로 무마했던
뜻 없는 만남들
충동적인 하룻밤 사랑도
사실 다 나의 오만함인 것 같아
Pride and prejudice
Tell me what is more important
내가 잘못 생각했었지
ain't nothing but love
사람은 변해 살면서
이랬던 적 없지
괴롭긴 해도
stay in your lane"
지코,천둥벌거숭이,"그래서 어떻게 됐긴 어디도 안 가고
내가 차린 회사랑 도장 찍었지
빠른 페이스로 개체 수 불려나가 우린
치타보다 몇 배나 민첩한 코끼리
헛바람 든 것처럼 보여도
가만 내비 둬 그건 열풍을 만들겠단 소리
거드름 피우던 힙스터의 꿈은
아이돌 출신이 주는 합격 목걸이
자신감에는 근거가 넘쳐
과다 분비되고 있어 세로토닌
계산 잘 하고 테이크 다운 걸어
내게 손 뻗치면 결국 KOZ
Z 세대 이제 내 시대로
엔터 몇 군데는 셔터 내려
유명세는 삽시간에 Fade out
스냅 댄스 테크토닉이 가까운 예야
사실 이번 트랙 좀 가볍게
풀어갈 생각이었는데 계획이 바뀌었네
한 음절도 허투루 쓸 수 없지
스윽스윽 지우고 고쳐쓰기를 반복해
아예 아예
Stop being a doormat
법인 대표답게 영리해야만 해
Saucin saucin
Remaking history
벌써 사무실로 성지순례 오지
먹구름 깔아놔 저 무지개 위에
가랑비로 너희들 가랑이를 적실게
난 돈벼락 맞고 바짝 정신 차린 케이스
우르르 쾅쾅 마른하늘이 무너져 Yeah
They call me 천둥벌거숭이
They call me 천둥벌거숭이
겁대가리 상실한 젊은이
절대 못 고쳐 내 버르장머리
They call me 천둥벌거숭이
They call me 천둥벌거숭이
잘 가라 어중이떠중이
어떤 무리에 있든 난 우두머리
Tupac 만큼 누가 리얼하든 감흥 없어
GG 치고 이제 난 이 게임을 던져
그러니까 제발 나를 좀 내버려 둬
통장 잔고 보며 잠시 행복해져
Ali처럼 날아서 나비 효과
수퍼비처럼 맞았어 돈벼락
이제 나는 뭣도 신경 쓸 필요가 없다는 걸
너네 왜 아직도 몰라
돈 낳는 말이야 돈을 낳는 말이야
대체 그게 무슨 말이냐 하면
(랩만 해서 잉태 내 뱃속 안에 새 지폐)
아들은 세종대왕 딸내미는 사임당
도대체가 그게 뭔 개소리냐고 하면
(뱃속 안에 새 지폐 내 손안으로 직행)
I mean
I mean I'm way too blessed
I mean I'm way too blessed
I dk why but I'm too blessed
I dk why but I'm too blessed
I mean I'm way too blessed
I mean I'm way too blessed
I dk why but I'm too blessed
I dk why but I go ahead
먹구름 깔아놔 저 무지개 위에
가랑비로 너희들 가랑이를 적실게
난 돈벼락 맞고 바짝 정신 차린 케이스
우르르 쾅쾅 마른하늘이 무너져 Yeah
They call me 천둥벌거숭이
They call me 천둥벌거숭이
겁대가리 상실한 젊은이
절대 못 고쳐 내 버르장머리
They call me 천둥벌거숭이
They call me 천둥벌거숭이
잘 가라 어중이떠중이
어떤 무리에 있든 난 우두머리
염따는 토르
성공의 망치를 얻네
칙칙한 내 지갑에도 쾅
노력의 번개를 내렸네
난 이제 위대한 사랑이 빨리
필요해 마치 재키 재키
사주고 싶어 오천만 원짜리
머리통만한 반지
그치 그치 시간은 온다고
괜찮아 아프면 더 울어
따거는 정답을 알어
재키는 Blessed
재키는 Blessed
안 소중한 사람 없네
우리는 살아야 돼
I'm way too flex
먹구름 깔아놔 저 무지개 위에
가랑비로 너희들 가랑이를 적실게
난 돈벼락 맞고 바짝 정신 차린 케이스
우르르 쾅쾅 마른하늘이 무너져 Yeah
They call me 천둥벌거숭이
They call me 천둥벌거숭이
겁대가리 상실한 젊은이
절대 못 고쳐 내 버르장머리
They call me 천둥벌거숭이
They call me 천둥벌거숭이
잘 가라 어중이떠중이
어떤 무리에 있든 난 우두머리"
지코,Wi-Fi,"끝을 봤어
‘혹시나’는 없었어
흔들리는 니 마음일까 봐
거리의 와이파이처럼
어쩌다 떠올라서 멈춰버린 시간들

비굴했어 가끔 떠오른다고
니 소식 찾아보기도 했어
단호한 이별은 내가 보인 마지막 겉멋일 뿐

널 끊겠어
뚝 끊어 버리겠어 마치 금연처럼 난
서서히 줄여 갈 수는 없는 거란 걸
봐 각자의 인생을 봐 걸리적거릴 거야
벗어나야 풀리는 거리의 와이파이처럼

환영받지 못한 관계
둘은 짐작했었지
현실을 꾸며낸 채 끝을 미루고
애써 침착했었지
못다 한 그리움의 소행일까
불쑥 네 소식 들리면
난 모든 가능성에서 도망 나와
저 먼 곳에 마음을 옮기고
더 좋은 사람 만나란 말 멋없게 여겼던 나도
차츰 공감이 가 뭐 별수 없더라고
너무 걱정 마
내가 그럴싸한 개자식이 되고 나면 말이야
우린 무난한 이별을 맞게 될 거야
잘 살게 될 거야

집중했어 처량하지 않으려
니 소식 흔한 친구 안부쯤
단호한 이별은 내가 결국 지켜낸 약속 하나

널 끊겠어
뚝 끊어 버리겠어 마치 금연처럼 난
서서히 줄여 갈 수는 없는 거란 걸
봐 각자의 인생을 봐 걸리적거릴 거야
벗어나야 풀리는 거리의 와이파이처럼

여기저기 마구 떠도는
낯선 주파수 속 들린
추억 소리도 난 흔들리지 않아

난 살겠어
잘 살아 버리겠어 마치 단세포처럼
죽도록 내 행복 하나만 바라보며
가 각자의 인생을 가
아무 일 없던 거야
길을 걷다 잡혔던 거리의 와이파이처럼

잘 살게 될 거야"
